"","AC001A","AC002A","AC004A","AC013A","AC014A","AC014B","AC014C","AC017A","AC018A","AC019A","AC022A","AC025A","AC028A","AC029A","AC030A","AC034A","AC035A","AC039A","AC042A","AC044A","AC046A","AC048A","AC9964","AC9965","AC9968","AC9969","AC9975","AC9996","AM001A","AM001B","AM001D","AS001A","AS003A","AT001A","AU001C","AU002A","AU003B","AU003D","AU004A","AU004B","AU004C","AU004D","AU005A","AU005B","AU005D","AU005E","AU005J","AU005L","AU009A","AU009B","AU010A","AU010B","AU014A","AU022A","AU023A","AU9983","AU9984","AU9987","AU9988","BR001A","BR003A","BR004A","BR005A","BR006A","BR9997","CA018A","CC001A","CM004A","CM010A","CM013A","CM014A","CM015A","CM015B","CM017A","CM020A","CM031A","CM031C","CM038A","CM048A","CM050A","CM051A","CM052A","CM101B","CM9989","CM9995","CO001A","CO001B","CY001A","CY002A","CY003A","CY004A","CY007A","CY010A","CY013A","CY9991","DE001A","DT002A","DT003A","DT004B","EU002A","EU002B","EU002D","EU002E","EU002K","EU003A","EU004A","EU009A","EU009C","EU011A","EU013A","EU014A","EU015A","EU016A","EU017A","EU019A","EU020A","EU021A","EU022A","EU025A","EU027A","EU028A","EU028B","EU031A","EU034A","EU039A","EU040A","EU046C","EU047A","EU048A","EU049A","EU049B","EU051A","EU051B","EU056A","EU057A","EU058A","EU9961","EU9962","EU9965","EU9969","FR001A","FR001B","FR002A","FR002C","FR005A","FR005D","FR006A","FR007A","FR008A","FR009F","FR010A","FR011A","FR015A","FR018A","FR9991","FU002A","FU002B","FU002F","GO003A","GO004A","GO006C","GO013A","GO023A","GO025B","GO025F","GY005A","HN001A","ME019A","NA002A","NA003A","NA003B","NA005A","NA005B","NA006A","NA006B","NA007A","NA008A","NA013A","NA014A","NA015A","NA016A","NA032A","NA033A","NA037A","NA038A","NA042A","NA043A","NA044A","NA045A","NA046A","NA048A","NA063A","NA068A","NA084A","NA086A","NA099A","NA101A","NA102A","NA112D","NA113A","NA114A","NA115A","NA129A","NA133A","NA135A","NA140A","NA149A","NA151A","NA156A","NA158A","NA160A","NA167A","NA170A","NA9904","NA9919","NA9955","NA9963","NA9964","NE003A","NE003B","NE003C","NE004A","NE012A","NE020A","NE023A","NI002A","NI005A","NI008A","NI009A","NI009B","NI017A","NI021A","NI026A","NI027A","NI152A","NI9984","OP001A","PE002A","PI005A","PI007A","PI011A","PI014A","PI015A","PI016A","PI018A","PI018B","PI022B","PI023A","PI055A","PI056A","PI139A","PI164A","RH006B","SA001A","SA001B","SA006A","SA042A","SE001A","SP002A","ST004A","ST010A","SU002A","SU004A","SU005A","SU006A","SY002A","SY003A","SY004A","SY009A","SY010A","SY013A","SY043A","TA001A","TA002A","TA003A","TA004A","TA9996"
"BODG1",0,0.47,0.19,11.25,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0.28,0,0.94,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0,0,0,0.47,0,0,0,1.23,0.19,0,0,0,0,0,0,0,0,0,0.66,0,0,0.28,0,0,0,0,0,2.65,0,0,0,0,0.76,0,62.57,0.09,0,0,0,0.19,0.66,0,0,0,0,0,0,0,0,0.09,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,0,0,0,0,0,0,0.76,0,0,0.66,0.09,0.57,0.09,0.19,0,0,0,0,0,0,0,0,0.09,0.94,0,0,0.19,0,0,0.28,0.09,0,0,0,0.19,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0.66,0.28,0,0,0,0,0,0,0,0,0.66,0.38,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0.09,0,0.09,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0.19,0.09,0.09,0,0,0,0,0.76,0.09,0,0,0
"BODL1",0,0.19,0,2.06,0,0.19,0.38,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0.19,1.5,0,0,5.99,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,1.87,0,0,0,0,0,0.19,0,0,0,0,0,0,0.19,3.93,0,0,0,2.06,0,0,0,0,3.18,0,0,0,0,0,0,0.19,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0.19,0,0,0.38,1.12,0,0,0.75,0,0.38,0.38,0,1.68,0,0,0.19,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,8.99,0.38,0,0,0.56,0,0.19,0,0,0,0,0.38,0.19,0,0,0,0.19,0,9.74,0,0.56,0,0,0.19,0,0,0,0,1.87,2.06,1.87,0,0.38,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0.38,0.19,0,0,0,0,0,0.38,1.12,0,0.19,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.19,0.19,0,3,0,0,0,0,0,0,0,4.49,0.38,0,0,0,0.19,0,0,0,0,0.56,0.19,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,13.67,0.19,0,7.49,0
"BREC1",0,0.61,0,20.16,0,0,0.41,0,0,0,0.2,0,0,0.61,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4,0,0.2,0,0.81,0,0,0,1.22,0.2,0,0,1.02,0,0,0,0,0,0,1.02,0,0,2.44,0,0,0,0,0,0,0,0,0,0,3.67,0,6.11,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,6.31,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.41,0.61,0.2,0.2,0,1.43,0,0,0,0,0.81,0,0,0,0,0,0,2.65,0,0,0,0,0,2.85,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,14.87,0,0,0,0,0.2,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0
"BUGE1",0,0,0,0.18,2.75,1.83,0.37,0,0,0,0.18,0,0.18,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0.18,0,6.04,0,0,0,0,0,0,0,0,2.38,8.24,1.65,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,2.75,0,0.18,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.37,0,0,1.1,0,0.18,0.73,0,2.75,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,28.02,0,0.18,0,0,0,0.18,0.18,0,0,0,0,0,2.02,0.37,0,2.75,0.55,2.02,0,0,0,0,2.56,0,0,0,0,1.47,0.37,4.03,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0.37,0,0,0,0.18,0.18,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0.18,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,1.28,0.55,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0.18,0,0.55,0,0.73,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,6.04,0,0,0.55,0
"BURNMT1",0,0,0,8.6,0,0,0.1,0.3,0,0.1,1.8,0,0,0,0,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,0.1,0,0,1.1,0,0,0,0,0.7,0.3,0.1,0,2.7,0.1,0,0.1,0,0.1,0.4,0,0,0,0,0,0,0,0,2,0,0,0,0.1,41.5,0,0.3,0,0,0,0.1,0.1,0.2,0,0,0,0,0.5,0.1,0.1,0.1,0.3,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,4.9,2.5,0,0.6,0.1,0,0,0.4,0,0,0,0,0,0.3,0,0.1,0,0,0,0.1,0,0.1,0.2,0,0,0.4,0,1.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,1.5,0.2,0.5,0.2,0,0.2,0,0,0,0,0,0,0.7,0,0,0.1,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0.2,0.6,0.3,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.8,0,0,0,0
"BYCH1",0,0.96,0,29.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.83,0,0,0,0.38,0,0,0,8.83,0,1.15,0,0.38,0,0,0.19,0.77,0,0,0.77,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,4.8,1.54,0,0,0,0.19,0.19,0,0,0,0,0,0,0,0,0.19,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,10.36,0,0,0.19,0.19,8.25,3.84,0,0,0,0,0,0,1.54,0,0,0.19,0.19,0.58,0.19,0.19,0,0,0,0,0,0,0,0,0.38,0.96,0,0,0,0.19,0,0,0,0.19,0,0,0.19,0.19,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0.58,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0.19,0.38,0,0,0,0,0,0,0,0.19,0,0,0.19,0,0,0,0.19,0,0,1.54,0.19,0,0.19,0
"CFYN1",0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.2,0,0,0,0,0,0,0,0,0,0,0.39,0.39,0,0,0,0,0,0,0,3.74,0,0,0,3.54,0,0,0,0,2.95,0,0,0,0,2.36,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0.2,0,0,0,0,0.2,0.39,0,1.38,0,0,0.79,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0.59,0,0,0,0.98,0.2,0.39,0,0.39,0,0.79,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0,0,0,0.79,4.72,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.72,0,0,0.2,0,0,0,0,0.98,0,0.39,0,0,0,0,0,0,0,2.16,0,0,0,0,0,0,0,0,0,0,3.35,0,0.2,0.2,0,0.79,0,0.79,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0.2,0,0.39,0,0,0,0,0,0,0,4.92,0,0,10.83,0
"CHN1",0,0,0.39,7.38,0,0,0,0,0,0,1.94,0,0,0.19,0,0,0,0,0,0,0.97,0.19,0,0,0.19,1.16,1.16,0,0,0,0.39,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,8.15,0,0,0,1.75,0,0,0,0.58,4.47,0,0,0,0,0,0.19,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0.19,0,0,0.39,0.58,0,0,0.19,0,0.97,3.3,0,2.72,0,0,0.97,0,0.39,0.39,0,0,0.19,0,0,0,0,0,0,0,0,0,10.48,2.14,0.97,0.39,0.19,0,0.19,0.19,0,0.58,0.39,0,0,0,0,0,0,0,0.78,0,0.39,0,0,0,0,0,0,0.39,0,5.44,0.19,1.75,0.19,0,0.19,0,0,0,0,0,0,0,0,0.58,0,0,0.78,0,0,0,0.19,0,0,0,0.39,0.78,0.39,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0.19,0,9.71,0.39,0.19,0.19,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0.19,0,0,0,0.39,0,0,0,0,0,0,3.69,0,0,0,0,0.19,0,0.19,0,0.19,0.39,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0.19,0,0.58,0.78,0,0,0,0.19,0,0,2.91,0,0.39,0.58,0.58
"CLON1",0.82,3.48,0,25.56,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.41,0,0.61,0,0,0,0,0,0,0,0,1.02,0,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0.41,0,0,0.41,0,0,0,0,0,0,0,0.2,9.2,0.2,0.2,0,1.02,0.61,0,5.52,0,0,0.2,0.61,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0.41,0,0,0,0,0,0,0,1.43,0,0.82,1.64,0,0,0,9,0.2,0,0,0,0,1.64,0,0,0.41,0,0.61,0,0.2,0.41,0,0,0,0,0,0.41,0,0.2,0,1.23,0.41,0,0,0.61,0.2,0,0.2,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,2.45,0,0,0,1.43,0,1.84,0.2,0,0,0
"CLYD1",0,0,0,14.84,0,0,0,0,0,0,0.81,0,0,0,0,0.61,0,0,0,0,0.41,1.22,0,0,0,1.02,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.62,0,0.2,0,2.64,0,0,0,0.41,4.68,0,0,0,0.81,0,0,0,0,0,4.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0.2,0,0,0.2,0,0,0,0,0.41,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,20.93,0,0.2,0,0,0,0,0,0,0,0.41,5.69,3.66,0,0.41,0.2,0,0,0,0,0,0,0,0,0.61,2.24,0,0,0.2,0,0,0,0,0.2,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,1.02,2.44,0,0,0,0,0,0,0,0,0,0,0.41,0,0.2,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0.41,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0
"CON1",0,0.16,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.16,0,0,0,0,0,0,0,0,0,0,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0.16,0,0,0,0,0,0,0,0.97,0,0,0,1.62,0,0,0,0.16,8.6,0,0,0,0,0,0,0.49,0,0,1.62,0,0,0.16,0,0,0.16,0,0,0,0,0,0,0,0,0,16.56,0,0,0,0,0,0.32,0.32,0,0.16,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.05,0.16,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0.16,0.32,0,6.49,0,0,0,0,0,0,0,0,0,0.65,2.76,4.38,0,0,0,0,0,0,0,0,0,0,0,0.32,0.16,0,0,0.49,0.49,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,2.6,0,0.81,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0.81,0.16,0,0,0,0,0,0,0,0,0,0,1.14,0.16,0,0,0,0.16,0,0.49,0,0,0.49,0,0,0,0,0,0.16,0.16,0,0,0,0.16,0,0,0,0,0,0.32,0,0,0,0,0.16,0,0,6.33,0.16,0,5.84,0
"COR1",0,0,0,0,0,1.06,9.98,0,0,0,46.92,0,0,0,0,0,0,0,0,0,0,0.85,0,2.55,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,1.49,0,0,0,0,0,1.91,0,0,0,0,0,0,0,0.85,0,0,0,1.49,0,0,0,0,1.27,0,0.85,0,0,1.91,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,0.43,0,0,1.91,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,1.27,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0.64,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,4.67,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03,0.21,0,0,0,0,0,0,0,0,0.64,0,1.27,0.21,0
"CWBY1",0,0,0.22,1.5,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0.64,0.22,0,0,0,0,0,0,0,1.08,0.22,0,0,3.66,0,0,0,0,1.5,0,0.86,0,0,0.22,0.22,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0.22,1.08,0,0,0.43,0,0,5.38,0,2.8,0,0,2.15,0,0,0,0.22,0,0,0,0,0,0.22,0,0,0,0.22,0,26.67,1.08,0,0,0.43,0,0.64,2.37,0,1.08,0,0,0.22,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0.64,0.43,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,9.68,0,0,0,1.5,0,0,0.43,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0.22,0,0,0,0,0,0,0,11.18,0,0.43,0.86,0
"DEVOKE1",0,0,0,10,0,0,0,0,0,0,3.6,1,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,0,0,0,4.6,0,0,0,1.4,0,0,0.2,0,0,0,2.6,0,0,0,1.4,0,0,0,0,0,0,1.2,0,1.8,0,0,0,0,6.8,0,0,0.2,0,0,0,0.2,1.2,0,0,0,0,0.4,0.2,0,0,0,0,0,0,0.4,0,0,1,0,0,0,0,0,1.2,0,0,0,0,0,0.4,0.2,0,0,0,0,0.4,0,0,0,0,0,0.2,0,0,0,0,10,0.2,0.2,0,0,0,0,0,0,0,0.4,2.6,1.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.2,0.4,0.4,0,0.2,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.8,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0,0,0,5.6,0,0,0,0.8,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.2,0,0,0,0,0,0.4,0,0.4,0,0,0,0,0,1.2,0,0,0,0.6
"DIWA1",0,0.21,0,5.04,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,3.78,0,0,5.67,0,0,0.42,0,0,0.21,0,0,0,0,0,0,0,1.05,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,0,0,0,9.24,2.52,0,0,0.21,0,0,1.05,0.21,0,0,0,0,0,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,3.15,0,0,0,0,0,0.42,0,0.63,0.42,0.21,1.05,1.05,0,0.63,0,0,4.2,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.21,0,0,0,0,1.26,2.31,0,1.05,0,0,0,0,0,0,0,0,8.61,0.63,0,0,0,0,0,0,0,0,0,2.52,3.57,0.42,0.63,0.21,0.21,0,0,0,0,0,0,0,0,1.26,0,0,0.42,0,0,0,0,0,0,0,1.05,0,0.84,0,0,0,0,0,0.21,0,0,0.42,0,0,0.42,0,0,0,0,0,0,0,0,0,0.42,0,0,0.84,0,0,0,0,0,0,0,0,0.63,0.21,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0.84,2.1,0,0.42,0.21,0,0.21,0,0.21,0,1.26,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,2.94,0,0,0.21,0
"DOI1",0.36,0,0,10.31,0,0,0.36,0,0,0,3.07,0.18,0.36,0,0,0,0,0,0.18,0,0.18,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15,0.18,0,0,1.99,0,0,0,0,0.54,0,0.18,0,0,1.09,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,1.45,0,0,0.54,0.72,0,0.36,0,0.36,0.72,5.97,0,0.72,0,0,1.27,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0.18,0,10.49,0.54,0.18,0,0,0.18,1.27,1.63,0,0.9,1.45,0,0,0,0,0,0,0,2.17,0,1.27,0,0,0,0,0,0,0,0,5.43,1.45,0,0.54,0,0,0,0,0,0,0.18,0,0,0,0.18,0,0,0.54,0,0.18,0,0,0,0,0,0.18,0,0.9,0,0,0,0.18,0,0.9,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0.18,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,7.23,0,0.18,0.36,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0.18,0,0.18,0,0,0,0,0.72,0,0,13.02,0,0.36,1.09,0
"DOON1",0.39,0,0,2.35,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.59,0,0,0,0,0,0,0,0,0,0,0,25.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0.39,0,0,0,0,0.98,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0.2,0.2,1.18,0,0,0,0,0.2,0.59,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,2.16,0,0.2,0,0,0,0,0,0,0,0,0.78,0.59,0,0.39,0.2,1.18,0.2,0,0,0,0.78,0,0,0,0,0.39,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0.39,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,20,0,0,0.39,24.51
"DUH1",0,0,0,0.2,0,1.61,2.01,0,0,0,27.97,0,0,0,0,0,0,0,0.2,0,0.4,0.2,0,0,1.61,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,3.62,0,0,0,0,1.01,0,2.62,0,0,3.22,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,1.21,6.04,0,2.21,0,0.81,2.62,0,0,0,0,0,0,0,0,0,0,0,0,1.41,1.21,0,8.25,0.2,0.4,0.2,0,1.21,2.41,0,0,1.01,0.2,0.4,0,0,0,0,0,0.4,0,0,0.6,0,0,0,0,0,0,0.4,0.4,1.41,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0.2,0.2,0,0,0,0,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0.4,0,0,0,0,0,0,0,3.22,0,1.01,2.01,0.4
